127.0.0.1 - - [26/Jan/2020:12:41:17 +0530] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [26/Jan/2020:13:49:24 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5955
0:0:0:0:0:0:0:1 - - [26/Jan/2020:13:49:24 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:13:50:05 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5941
0:0:0:0:0:0:0:1 - - [26/Jan/2020:13:50:06 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:13:50:34 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5941
0:0:0:0:0:0:0:1 - - [26/Jan/2020:13:50:35 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:13:51:01 +0530] "GET /CuMerchandise/ui-files/home2.jsp HTTP/1.1" 200 5941
0:0:0:0:0:0:0:1 - - [26/Jan/2020:13:51:09 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5941
0:0:0:0:0:0:0:1 - - [26/Jan/2020:13:51:57 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:13:51:57 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1097
0:0:0:0:0:0:0:1 - - [26/Jan/2020:13:51:57 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:13:52:27 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:13:52:27 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1114
0:0:0:0:0:0:0:1 - - [26/Jan/2020:13:52:27 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:13:52:30 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:13:52:30 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:13:52:31 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:13:52:54 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:13:52:54 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1135
0:0:0:0:0:0:0:1 - - [26/Jan/2020:13:52:55 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:06:30 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:06:30 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1150
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:06:31 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:06:48 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:06:49 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1136
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:06:49 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:08:09 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:08:09 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1136
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:08:09 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:08:35 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:08:35 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1157
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:08:36 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:08:50 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:08:50 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1119
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:08:50 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:09:06 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:09:06 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1119
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:09:07 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:09:19 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:09:19 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1119
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:09:20 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:09:44 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:09:44 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1141
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:09:45 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:09:50 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5968
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:09:50 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:10:06 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5968
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:10:07 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1142
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:10:07 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:10:09 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5968
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:10:09 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:10:09 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:10:10 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5968
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:10:10 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:10:10 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:10:40 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5968
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:10:40 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1173
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:10:41 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:10:52 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5968
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:10:52 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1172
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:10:53 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:11:15 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5968
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:11:15 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1179
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:11:16 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:11:36 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5968
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:11:36 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1128
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:11:37 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:11:42 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5968
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:11:42 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:11:42 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:11:50 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5968
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:11:50 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1128
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:11:51 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:12:04 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5968
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:12:04 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1106
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:12:05 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:12:55 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5968
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:12:55 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:12:56 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:13:05 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5968
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:13:05 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:13:05 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:13:06 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5968
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:13:06 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:13:07 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5968
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:13:07 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:13:59 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5968
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:13:59 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1127
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:13:59 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:14:10 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5968
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:14:10 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1127
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:14:11 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:14:27 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5968
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:14:27 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1127
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:14:28 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:14:49 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5968
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:14:49 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1127
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:14:50 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:16:25 +0530] "GET /CuMerchandise/ui-files/home2.jsp?searchProduct=vgg HTTP/1.1" 200 3902
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:16:25 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:16:38 +0530] "GET /CuMerchandise/ui-files/home2.jsp?searchProduct=c HTTP/1.1" 200 5940
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:16:38 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:16:59 +0530] "GET /CuMerchandise/ui-files/home2.jsp?searchProduct=p HTTP/1.1" 200 5946
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:16:59 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:17:07 +0530] "GET /CuMerchandise/ui-files/home2.jsp?searchProduct=printed HTTP/1.1" 200 4618
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:17:16 +0530] "GET /CuMerchandise/ui-files/home2.jsp?searchProduct=p HTTP/1.1" 200 5946
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:17:16 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:17:23 +0530] "GET /CuMerchandise/ui-files/home2.jsp?searchProduct=pr HTTP/1.1" 200 4850
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:24:47 +0530] "GET /CuMerchandise/ui-files/home2.jsp?searchProduct=pr HTTP/1.1" 200 4850
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:24:47 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:24:47 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:25:01 +0530] "GET /CuMerchandise/ui-files/home2.jsp HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:25:14 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:57:26 +0530] "GET /CuMerchandise/style-files/description.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:57:27 +0530] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:57:37 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:57:37 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:58:43 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=2 HTTP/1.1" 200 5945
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:59:52 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=2 HTTP/1.1" 200 5945
0:0:0:0:0:0:0:1 - - [26/Jan/2020:14:59:52 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:00:09 +0530] "GET /CuMerchandise/ui-files/home2.jsp HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:00:24 +0530] "GET /CuMerchandise/ui-files/home2.jsp HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:00:26 +0530] "GET /CuMerchandise/ui-files/home2.jsp HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:00:26 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:00:26 +0530] "GET /CuMerchandise/ui-files/home2.jsp HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:00:27 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:02:57 +0530] "GET /CuMerchandise/ui-files/home2.jsp HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:02:57 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1146
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:02:58 +0530] "GET /CuMerchandise/ui-files/home2.jsp HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:02:58 +0530] "GET /CuMerchandise/ui-files/home2.jsp HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:02:58 +0530] "GET /CuMerchandise/ui-files/home2.jsp HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:02:59 +0530] "GET /CuMerchandise/ui-files/home2.jsp HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:02:59 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:03:40 +0530] "GET /CuMerchandise/ui-files/home2.jsp HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:03:40 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1146
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:03:41 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:04:31 +0530] "GET /CuMerchandise/ui-files/home2.jsp HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:04:31 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1141
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:04:31 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:04:32 +0530] "GET /CuMerchandise/ui-files/home2.jsp HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:04:32 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:04:32 +0530] "GET /CuMerchandise/ui-files/home2.jsp HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:04:32 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:04:32 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:04:40 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=2 HTTP/1.1" 200 5945
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:04:40 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:04:53 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:04:53 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:05:10 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:05:10 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1141
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:05:11 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:06:32 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:06:32 +0530] "GET /CuMerchandise/style-files/home-root-style.css HTTP/1.1" 200 453
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:06:32 +0530] "GET /CuMerchandise/style-files/home-slider-style2.css HTTP/1.1" 200 1448
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:06:32 +0530] "GET /CuMerchandise/style-files/home-header-style2.css HTTP/1.1" 200 1217
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:06:32 +0530] "GET /CuMerchandise/style-files/home-footer-style2.css HTTP/1.1" 200 216
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:06:32 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1124
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:06:32 +0530] "GET /CuMerchandise/resource/icons/email_ic.png HTTP/1.1" 200 269
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:06:32 +0530] "GET /CuMerchandise/resource/icons/search_ic.png HTTP/1.1" 200 838
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:06:33 +0530] "GET /CuMerchandise/js-files/home-controller.js HTTP/1.1" 200 790
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:06:33 +0530] "GET /CuMerchandise/resource/icons/call_ic.png HTTP/1.1" 200 321
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:06:33 +0530] "GET /CuMerchandise/resource/slider/01.jpg HTTP/1.1" 200 232701
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:06:33 +0530] "GET /CuMerchandise/resource/slider/00.jpg HTTP/1.1" 200 63169
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:06:33 +0530] "GET /CuMerchandise/resource/fonts/CenturyGothic.ttf HTTP/1.1" 200 137568
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:06:33 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:06:49 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:06:49 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:07:37 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:07:37 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1144
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:07:38 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:07:40 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5936
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:07:40 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:07:40 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:12:19 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5908
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:12:19 +0530] "GET /CuMerchandise/style-files/home-footer-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:12:19 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:12:19 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
